"BirdID","Sex","birth_month","birth_year","death_month","death_year","trans","lifespan","DeathEvent","mum","dad","MumAge","n_off","help","adulthood","SmallFROH","MediumFROH","LargeFROH","Coverage","Fped","mumSmallFroh","mumMediumFroh","mumLargeFroh","CovMum","mumFped","dadSmallFroh","dadMediumFroh","dadLargeFroh","CovDad","dadFped","BreedSeason","event","first_catch","SamplingAge","BrMID","BrMSmallFroh","BrMMediumFroh","BrMLargeFroh","CovBrM","BrMFped","EPP","meanInsects","BirthFPID","BirthInsect","year_cv","mean_total_rain","mean_breeding_rain","mean_rain_cv","birth_total_rain","birth_breeding_rain","BirthRainCV"
1574,1,5,2000,8,2000,"0",0,0,308,921,10,0,0,0,0.115493913,0.068214271,0.271747085,1.89626,0,0.122600773,0.088584213,0.239259464,2.27897,0,0.141744063,0.051874037,0.251076719,1.36968,0,0,0,0,NA,216,0.117705389,0.093059036,0.214227187,3.40409,0,1,NA,39,NA,0.951624384438515,1973.6,84.7,0.951624384438515,1973.6,84.7,0.951624384438515
1385,0,7,1998,8,2000,"0",2,0,604,216,5,0,1,1,0.124081604,0.080313906,0.29518268,3.17285,0,0.114725738,0.103073337,0.202332489,3.10197,0,0.117705389,0.093059036,0.214227187,3.40409,0,1,0,0,2,921,0.141744063,0.051874037,0.251076719,1.36968,0,1,3.35993964888979,25,3.40909704468116,1.41191822769959,1766.68,167.24,1.15048243478033,1725,124.5,1.41191822769959
1570,1,10,1999,9,2004,"0",5,0,627,467,5,0,0,1,0.113847832,0.10050154,0.320098257,3.22545,0,0.130313312,0.077888788,0.179769019,0.895345,0,0.179605669,0.101952227,0.084493145,1.20841,0,0,0,0,4,NA,NA,NA,NA,NA,NA,0,4.23180388212794,29,NA,1.12962318725452,2103.64444444444,215.355555555556,1.26470093104533,1711.6,209,1.12962318725452
1568,1,10,1999,12,1999,"0",0,0,663,1154,6,0,0,0,0.14986038,0.06604827,0.227469175,3.47507,0,0.115284958,0.066750341,0.246849774,1.59642,0,0.132719081,0.091877348,0.248401176,14.7243,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,29,NA,1.12962318725452,1711.6,209,1.12962318725452,1711.6,209,1.12962318725452
1566,1,10,1999,9,2008,"0",9,0,1160,1179,3,6,0,1,0.099911943,0.073092906,0.319104407,2.2514,0,0.114162061,0.068466886,0.312323492,2.49872,0,0.128251104,0.082860372,0.217276139,2.81779,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3.19196198268164,29,NA,1.12962318725452,2003.31875,267.69375,1.26754363390127,1711.6,209,1.12962318725452
1565,1,7,1999,12,1999,"0",0,0,441,1167,7,0,1,0,0.129338146,0.087853823,0.210931895,1.30517,0,0.141925139,0.093966661,0.196809115,2.55538,0,0.1296566,0.0636024,0.223185324,0.751285,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,29,NA,1.12962318725452,1711.6,209,1.12962318725452,1711.6,209,1.12962318725452
1564,1,10,1999,7,2001,"0",2,0,297,634,10,0,1,1,0.134410397,0.059278283,0.300741604,2.2406,0,0.112645063,0.104445562,0.193699129,2.06975,0,0.140480463,0.087781533,0.235915318,3.45961,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,29,NA,1.12962318725452,2144.95,129.775,1.03911400783106,1711.6,209,1.12962318725452
1563,0,4,1999,3,2009,"0",10,0,450,634,7,2,0,1,0.13197173,0.093603241,0.271114619,1.38062,0,0.116322677,0.068557363,0.413270698,0.784099,0,0.140480463,0.087781533,0.235915318,3.45961,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0,3.20167538008268,29,NA,1.12962318725452,2007.45882352941,274.994117647059,1.27942604065304,1711.6,209,1.12962318725452
1562,0,9,1999,12,1999,"0",0,0,522,629,6,0,0,0,0.126411631,0.070785718,0.279525815,2.38606,0,0.149716368,0.065564362,0.171565695,2.12506,0,0.132210367,0.076011745,0.268335471,2.26404,0,1,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,29,NA,1.12962318725452,1711.6,209,1.12962318725452,1711.6,209,1.12962318725452
1561,0,10,1999,1,2005,"DS",6,0,1386,216,2,2,0,1,0.11098057,0.078812943,0.305731926,12.6221,0,0.143772683,0.070520459,0.220587966,1.73464,0,0.117705389,0.093059036,0.214227187,3.40409,0,0,1,0,0,NA,NA,NA,NA,NA,NA,0,3.65308711255895,29,NA,1.12962318725452,2103.64444444444,215.355555555556,1.26470093104533,1711.6,209,1.12962318725452
1560,0,10,1999,7,2001,"0",2,0,823,499,5,0,0,1,0.124446333,0.068654206,0.254093429,3.72933,0,0.119569432,0.074510541,0.224479965,1.62962,0,0.117966138,0.087043256,0.294459576,13.6335,0,0,0,0,3,NA,NA,NA,NA,NA,NA,0,NA,29,NA,1.12962318725452,1903.9,134.9,1.02198683794267,1711.6,209,1.12962318725452
1559,0,10,1999,9,2009,"0",10,0,458,499,7,8,0,1,0.115509921,0.068372442,0.312834795,2.67759,0,0.133236362,0.062466318,0.214232183,4.02807,0,0.117966138,0.087043256,0.294459576,13.6335,0,0,0,0,8,NA,NA,NA,NA,NA,NA,0,3.3243360217951,29,NA,1.12962318725452,2011.13888888889,281.483333333333,1.28998817998794,1711.6,209,1.12962318725452
1558,0,10,1999,3,2009,"0",10,0,466,51,6,5,0,1,0.137793789,0.082834718,0.216530983,3.04225,0,0.137584579,0.09558401,0.230460293,2.24154,0,0.153045894,0.089343187,0.236753985,1.74654,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3.20167538008268,29,NA,1.12962318725452,2007.45882352941,274.994117647059,1.27942604065304,1711.6,209,1.12962318725452
