BirdID,Sex,birth_year,lifespan,mum,dad,MumAge,n_off,unix_fys,SmallFROH,MediumFROH,LargeFROH,Coverage,F10,F20,F50,F100,F200,F500,RegFROH,Fped,CovMum,mumLargeFroh,mumSmallFroh,mumMediumFroh,mumFped,mumF10,mumF50,mumRegFROH,CovDad,dadLargeFroh,dadSmallFroh,dadMediumFroh,dadFped,dadF10,dadF50,dadRegFROH,event,first_catch,BrMID,BrMSmallFroh,BrMMediumFroh,BrMLargeFroh,BrMFped,CovBrM,BrMF10,BrMF50,BrMRegFroh,EPP,year_cv,mean_total_rain,mean_breeding_rain,mean_rain_cv,birth_total_rain,birth_breeding_rain,BirthRainCV,natal_group_size,h_count,sib_pres
1729,1,2001,14,604,1221,8,15,1,0.019791618,0.179108164,0.238121797,9.24202,0.133395936,0.250163424,0.255669214,0.255669518,0.255669518,0.6475615,0.417229961,0,3.10197,0.202332489,0.018538397,0.199260677,0,0.141192522,0.185500445,0.401593166,0.57682,0.194254902,0.025082325,0.182132209,0,0.142684031,0.192261286,0.376387111,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.090495517,1972.784615,289.9961538,1.430368602,2868.1,114.4,1.090495517,2,0,0
1730,1,2002,4,1612,1199,2,1,1,0.019848536,0.186545879,0.215533576,2.39344,0.101527056,0.212394212,0.214047572,0.214049052,0.214049052,0.631664166,0.402079455,0,2.84021,0.052183142,0.021853291,0.116239522,0,0.012091108,0.039437251,0.168422664,2.59359,0.215947927,0.0220953,0.173513235,0,0.226949384,0.25272826,0.389461162,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.090495517,2172.9875,305.3,1.372639553,2868.1,114.4,1.090495517,3,0,0
1735,0,2001,3,1190,917,5,3,0,0.018030778,0.222892353,0.181170752,1.86257,0.180480632,0.202369743,0.203748664,0.20377281,0.203772811,0.637787802,0.404063105,0,3.23918,0.198043539,0.01721796,0.179053209,0,0.083316603,0.23652027,0.377096748,2.16696,0.233898992,0.020969202,0.191088079,0,0.176308461,0.246500777,0.424987071,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.090495517,2203.516667,255.5833333,1.386057978,2868.1,114.4,1.090495517,3,0,0
1736,0,2002,2,1218,1542,6,0,1,0.018826897,0.212077372,0.220848875,1.66081,0.07683231,0.237272426,0.238435426,0.238437889,0.238437889,0.666374269,0.432926247,0,3.08783,0.257706321,0.016335049,0.205818475,0,0.167879807,0.256133541,0.463524796,15.1318,0.242078516,0.016524994,0.205324523,0,0.210098315,0.26346311,0.447403039,0,0,1542,0.016524994,0.205324523,0.242078516,0,15.1318,0.210098315,0.26346311,0.447403039,0,1.090495517,2361.4,230.7,1.431538423,2868.1,114.4,1.090495517,2,0,0
1739,1,2002,6,932,1557,8,5,0,0.02088088,0.172190716,0.25215834,2.52149,0.221543275,0.234307516,0.236600345,0.236626661,0.236626661,0.653069623,0.424349056,0,7.62373,0.240462867,0.015585743,0.182569362,0,0.202257154,0.241579394,0.423032229,2.86135,0.202957392,0.020839435,0.20208756,0,0.103117369,0.210850293,0.405044952,0,0,1368,0.01486057,0.188627823,0.318532626,0.25,2.59623,0.370856732,0.370961224,0.507160449,1,1.090495517,2026.261538,298.3384615,1.324210587,2868.1,114.4,1.090495517,4,1,0
1740,0,2001,8,930,1485,7,6,0,0.021058688,0.197927609,0.232325467,1.9899,0.188673023,0.242977553,0.246086067,0.246097643,0.246097643,0.670575068,0.430253076,0,1.16956,0.205092146,0.022166054,0.22766269,0,0.066236982,0.275970082,0.432754836,3.04268,0.209121501,0.023071329,0.168780016,0,0.187758195,0.214163048,0.377901517,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.090495517,2029.65,305.0142857,1.334591584,2868.1,114.4,1.090495517,4,1,0
1742,1,2002,6,1510,1542,3,4,0,0.021299555,0.18237437,0.290320324,1.5125,0.2051311,0.285845012,0.287402586,0.287409888,0.287409888,0.695928972,0.472694694,0,3.17621,0.277311802,0.016901631,0.186840882,0,0.258777825,0.274807079,0.464152684,15.1318,0.242078516,0.016524994,0.205324523,0,0.210098315,0.26346311,0.447403039,0,0,1396,0.019953162,0.237851831,0.136789655,0,2.0873,0.108389022,0.181769549,0.374641486,1,1.090495517,2026.261538,298.3384615,1.324210587,2868.1,114.4,1.090495517,3,0,1
1743,1,2002,7,1415,1666,4,0,0,0.025011354,0.201488632,0.213706699,3.32714,0.136753573,0.209687828,0.210494031,0.210496795,0.210496795,0.64506797,0.415195331,0,2.07429,0.144809959,0.016119049,0.301991499,0,0.236245375,0.253235483,0.446801458,2.48728,0.226909029,0.025130254,0.191721863,0,0.174378508,0.227514817,0.418630892,0,0,1666,0.025130254,0.191721863,0.226909029,0,2.48728,0.174378508,0.227514817,0.418630892,0,1.090495517,2029.65,305.0142857,1.334591584,2868.1,114.4,1.090495517,4,0,0
1695,1,2001,5,1390,221,3,5,1,0.023594851,0.22461437,0.182567036,1.90519,0.004159989,0.207400616,0.207403285,0.207403285,0.207403285,0.649697622,0.407181406,0,4.03266,0.202642616,0.023969291,0.195915637,0,0.18181793,0.211470481,0.398558253,1.62717,0.255772428,0.023550078,0.172775559,0,0.230338768,0.276664697,0.428547987,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.090495517,2172.9875,305.3,1.372639553,2868.1,114.4,1.090495517,4,0,0
1696,1,2002,9,1384,1557,4,0,0,0.018902647,0.185199378,0.220697772,2.71948,0.172311005,0.212222665,0.212361728,0.212363239,0.212363239,0.646054884,0.40589715,0,2.44803,0.183410487,0.025876269,0.197354153,0,0.081602693,0.171175871,0.38076464,2.86135,0.202957392,0.020839435,0.20208756,0,0.103117369,0.210850293,0.405044952,1,0,1370,0.018190833,0.203666916,0.259906561,0,2.44346,0.283662334,0.303636013,0.463573477,1,1.090495517,1994.671429,287.9357143,1.540899816,2868.1,114.4,1.090495517,3,0,0
1697,0,2002,5,1384,1370,4,4,1,0.021586652,0.215197197,0.162995151,2.15425,0.07494793,0.17787184,0.179380479,0.179380586,0.179380586,0.628991082,0.378192348,0,2.44803,0.183410487,0.025876269,0.197354153,0,0.081602693,0.171175871,0.38076464,2.44346,0.259906561,0.018190833,0.203666916,0,0.283662334,0.303636013,0.463573477,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.090495517,2108.218182,324.6727273,1.365950251,2868.1,114.4,1.090495517,3,0,0
1698,1,2001,9,1552,1504,2,4,0,0.015744219,0.166945385,0.319985336,2.50518,0.286095455,0.311332807,0.313650229,0.313651682,0.313651682,0.685890043,0.486930721,0,2.69251,0.154142559,0.018281725,0.203445347,0,0.102243257,0.148948222,0.357587906,2.30224,0.244415248,0.018942644,0.192223573,0,0.223610109,0.250750734,0.436638821,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.090495517,1963.505882,304.6352941,1.477469141,2868.1,114.4,1.090495517,2,0,1
1699,1,2002,4,1552,1504,3,4,0,0.012397873,0.19468939,0.215615136,2.85762,0.193549666,0.216495432,0.219033463,0.219046374,0.219046374,0.641349141,0.410304526,0,2.69251,0.154142559,0.018281725,0.203445347,0,0.102243257,0.148948222,0.357587906,2.30224,0.244415248,0.018942644,0.192223573,0,0.223610109,0.250750734,0.436638821,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.090495517,2139.355556,329.7111111,1.35172175,2868.1,114.4,1.090495517,2,0,1
1744,1,2001,9,308,921,11,11,0,0.020666969,0.182288716,0.225746545,2.85152,0.178764124,0.215160362,0.215602011,0.215602012,0.215602012,0.63501379,0.408035261,0,2.27897,0.239259464,0.017161519,0.194023467,0,0.23987052,0.248702962,0.433282931,1.36968,0.251076719,0.017003041,0.176615059,0,0.209707763,0.24201106,0.427691778,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.090495517,1963.505882,304.6352941,1.477469141,2868.1,114.4,1.090495517,5,0,0
1745,1,2002,2,1369,1504,5,0,0,0.025245497,0.199532876,0.187575104,2.08359,0.166700515,0.19531892,0.197021046,0.197037929,0.197037929,0.635698347,0.38710798,0,0.402636,0.171141733,0.024107388,0.21347685,0,0.10573353,0.187951112,0.384618583,2.30224,0.244415248,0.018942644,0.192223573,0,0.223610109,0.250750734,0.436638821,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.090495517,2361.4,230.7,1.431538423,2868.1,114.4,1.090495517,3,0,0
1746,0,2002,1,949,1540,7,0,0,0.02130432,0.201555524,0.182612796,0.945114,0.050737588,0.206349492,0.207613269,0.207615402,0.207615402,0.640916554,0.38416832,0,0.878354,0.187681254,0.026783781,0.215104165,0,0.178774739,0.211890706,0.402785419,4.08172,0.256501634,0.022235064,0.170483779,0,0.238690435,0.263155856,0.426985413,0,0,1744,0.020666969,0.182288716,0.225746545,0,2.85152,0.178764124,0.215602011,0.408035261,1,1.090495517,2475.45,266.95,1.437969316,2868.1,114.4,1.090495517,3,0,0
1747,1,2002,3,826,1590,8,0,0,0.013143948,0.161838794,0.377187334,1.98393,0.402639112,0.402750377,0.402780244,0.402813192,0.402813201,0.726441892,0.539026128,0.25,3.82586,0.22691232,0.016859853,0.191399392,0,0.068622125,0.233137072,0.418311712,5.09943,0.117944802,0.028397379,0.265145903,0,0.073194066,0.170103074,0.383090705,0,0,1590,0.028397379,0.265145903,0.117944802,0,5.09943,0.073194066,0.170103074,0.383090705,0,1.090495517,2203.516667,255.5833333,1.386057978,2868.1,114.4,1.090495517,3,0,1
1750,1,2002,13,1362,1187,4,12,0,0.027892816,0.184254144,0.173502149,2.30613,0.152010852,0.186421302,0.187615068,0.187615661,0.187615661,0.619242274,0.357756293,0,1.93962,0.134229265,0.021600591,0.22765486,0,0.139460202,0.159496891,0.361884125,2.1718,0.269326731,0.021917679,0.186770698,0,0.192238923,0.283276422,0.456097429,0,0,1509,0.017422186,0.209897908,0.257089446,0,5.97503,0.273598609,0.3034963,0.466987354,1,1.090495517,1967.762069,281.1241379,1.422568698,2868.1,114.4,1.090495517,3,0,0
1753,0,2002,9,1244,1188,5,8,0,0.014363366,0.237645178,0.220957994,1.68174,0.194936514,0.270052953,0.276258029,0.276261231,0.276261231,0.682052156,0.458603172,0,2.47044,0.257889403,0.022385613,0.159859101,0,0.191316741,0.257744675,0.417748504,3.10762,0.243789698,0.021487381,0.205123416,0,0.239239537,0.254841564,0.448913114,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.090495517,1962.944444,305.5388889,1.480274684,2868.1,114.4,1.090495517,3,0,1
1754,1,2001,7,1355,1234,4,5,0,0.015056109,0.190113456,0.245399032,2.67347,0.281570273,0.284393769,0.285896188,0.285953407,0.285953428,0.664599588,0.435512488,0,0.652661,0.105479564,0.028129109,0.228625629,0,0.029570193,0.141997487,0.334105193,1.54428,0.193801912,0.023721795,0.176978587,0,0.134672019,0.223539293,0.370780499,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.090495517,2026.261538,298.3384615,1.324210587,2868.1,114.4,1.090495517,2,0,0
1756,1,2001,4,1244,1178,4,1,0,0.016053843,0.189244687,0.361304584,1.77584,0.350767257,0.385347334,0.394812577,0.394907307,0.394907334,0.749112228,0.550549271,0,2.47044,0.257889403,0.022385613,0.159859101,0,0.191316741,0.257744675,0.417748504,3.84275,0.175707103,0.019581907,0.21209888,0,0.054817171,0.162137325,0.387805983,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.090495517,2155.914286,294.0714286,1.357246741,2868.1,114.4,1.090495517,3,0,0
1758,0,2002,3,1757,1523,1,2,0,0.020501896,0.205969051,0.19071942,1.98767,0.086194047,0.183338517,0.183882295,0.183886658,0.183886658,0.634387762,0.396688471,0,1.87576,0.292966871,0.021952511,0.156611453,0,0.28012027,0.308504923,0.449578324,3.59971,0.275515712,0.019241096,0.20649151,0,0.276795152,0.296249174,0.482007222,1,0,1523,0.019241096,0.20649151,0.275515712,0,3.59971,0.276795152,0.296249174,0.482007222,0,1.090495517,2155.914286,294.0714286,1.357246741,2868.1,114.4,1.090495517,3,0,0
1760,0,2001,5,1380,602,4,4,0,0.031222072,0.257832485,0.103712928,2.14896,0.092313403,0.165600605,0.171190364,0.171199353,0.171199353,0.648103599,0.361545413,0,2.78579,0.146695012,0.021276802,0.21518695,0,0.094813742,0.168480635,0.361881962,1.98888,0.152577725,0.021002825,0.22622665,0,0.103957728,0.157710077,0.378804375,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.090495517,2139.355556,329.7111111,1.35172175,2868.1,114.4,1.090495517,2,0,0
1802,0,2002,8,524,865,9,4,0,0.023768673,0.194811295,0.229846465,2.05742,0.159917301,0.220066607,0.221516221,0.221522571,0.221522571,0.647817036,0.42465776,0,3.30143,0.236867535,0.019914929,0.185695381,0,0.194612038,0.236313837,0.422562916,0.791404,0.276784712,0.019082115,0.194331668,0,0.275773805,0.282946144,0.47111638,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.785443115,1906.96875,316.525,1.501654992,2082.8,419.5,1.785443115,3,0,1
1803,0,2002,14,1580,1040,2,5,0,0.024843059,0.184431293,0.2253055,3.0216,0.211431182,0.237193793,0.23935507,0.239385947,0.239385948,0.653895242,0.409736793,0,1.3462,0.320109501,0.020073869,0.127056816,0,0.349437431,0.350022879,0.447166317,5.14796,0.218247121,0.026309773,0.173942519,0,0.112585739,0.214830482,0.39218964,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.785443115,1879.771429,288.5380952,1.473479443,2082.8,419.5,1.785443115,3,0,0
1821,0,2002,14,1172,1171,6,8,0,0.020349186,0.215209371,0.221145776,4.55472,0.228642998,0.26799756,0.270086556,0.270098254,0.270098254,0.686436548,0.436355147,0,2.15634,0.205727468,0.020444158,0.176528095,0,0.087219112,0.217134189,0.382255563,5.41725,0.232646915,0.019932536,0.203047392,0,0.145991382,0.23850157,0.435694307,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.785443115,1935.607143,287.0785714,1.434428454,2082.8,419.5,1.785443115,3,0,1
1805,0,2003,7,1193,1590,7,1,1,0.017040416,0.177923512,0.280583182,1.31295,0.191750366,0.288534697,0.291337878,0.2913411,0.2913411,0.68559204,0.458506694,0,2.44156,0.163127177,0.0235759,0.272255583,0,0.036661307,0.231239763,0.43538276,5.09943,0.117944802,0.028397379,0.265145903,0,0.073194066,0.170103074,0.383090705,0,0,1590,0.028397379,0.265145903,0.117944802,0,5.09943,0.073194066,0.170103074,0.383090705,0,1.785443115,1906.96875,316.525,1.501654992,2082.8,419.5,1.785443115,3,0,0
1806,0,2003,1,1597,1587,3,0,0,0.02233075,0.182617607,0.253494475,14.5115,0.087724586,0.268667851,0.2710008,0.27100711,0.27100711,0.678718454,0.436112082,0,2.93802,0.180186429,0.018180517,0.191398021,0,0.119447933,0.177553827,0.37158445,3.049,0.274494995,0.018738328,0.176753458,0,0.182205574,0.27805333,0.451248453,0,0,6073,NA,NA,NA,NA,NA,NA,NA,NA,1,1.785443115,2070.6,283.82,1.44517047,2082.8,419.5,1.785443115,4,1,0
1808,1,2003,5,1403,849,6,4,1,0.014084509,0.230198021,0.135383184,2.64713,0.044164438,0.157549696,0.157941459,0.157964789,0.15796479,0.624180947,0.365581205,0,0.427669,0.196898587,0.021210027,0.1995674,0,0.119597691,0.225442698,0.396465987,1.60984,0.165427122,0.020749486,0.198993174,0,0.050517608,0.188752564,0.364420296,0,0,849,0.020749486,0.198993174,0.165427122,0,1.60984,0.050517608,0.188752564,0.364420296,0,1.785443115,1990.709091,328.2272727,1.366327243,2082.8,419.5,1.785443115,4,0,0
1804,1,2003,5,1532,911,4,1,1,0.017687022,0.16019075,0.409453312,3.52535,0.427343577,0.428084799,0.428277359,0.428278137,0.428278137,0.745716554,0.569644062,0.25,13.0211,0.341842221,0.020870163,0.174570529,0,0.317306286,0.371654124,0.51641275,2.62593,0.243282917,0.024180926,0.185147022,0,0.162734882,0.243084497,0.428429939,0,0,911,0.024180926,0.185147022,0.243282917,0,2.62593,0.162734882,0.243084497,0.428429939,0,1.785443115,1956.108333,313.6666667,1.343686843,2082.8,419.5,1.785443115,2,0,0
1824,0,2003,12,1419,1287,4,8,0,0.020396433,0.210795316,0.225961038,8.57471,0.191736215,0.242974956,0.244717456,0.24472717,0.244727171,0.667073705,0.436756354,0,3.65003,0.254485352,0.019564756,0.195426418,0,0.203079246,0.273510863,0.44991177,0.8082,0.119852473,0.019795563,0.294772267,0,0.062248738,0.197764793,0.41462474,0,0,1795,0.019323731,0.162049225,0.264672158,0,7.34658,0.259995157,0.262404198,0.426721383,1,1.785443115,1936.972,297.02,1.443963526,2082.8,419.5,1.785443115,3,0,0
1831,1,2003,5,1757,1523,2,2,1,0.019451742,0.193683971,0.260496777,1.67185,0.216888747,0.273732161,0.277382244,0.277391146,0.277391146,0.674312414,0.454180748,0,1.87576,0.292966871,0.021952511,0.156611453,0,0.28012027,0.308504923,0.449578324,3.59971,0.275515712,0.019241096,0.20649151,0,0.276795152,0.296249174,0.482007222,0,0,1523,0.019241096,0.20649151,0.275515712,0,3.59971,0.276795152,0.296249174,0.482007222,0,1.785443115,1990.709091,328.2272727,1.366327243,2082.8,419.5,1.785443115,3,0,0
1828,0,2003,3,1508,1754,4,1,0,0.015811489,0.194225536,0.242499375,2.34524,0.240548636,0.281644823,0.283845996,0.283859196,0.283859197,0.667153213,0.436724911,0.0625,14.3781,0.17830349,0.022108987,0.201219582,0,0.156214796,0.184873166,0.379523072,2.67347,0.245399032,0.015056109,0.190113456,0,0.281570273,0.285896188,0.435512488,0,0,1754,0.015056109,0.190113456,0.245399032,0,2.67347,0.281570273,0.285896188,0.435512488,0,1.785443115,2048.2625,356.625,1.384375029,2082.8,419.5,1.785443115,2,0,0
1823,1,2002,6,1172,1171,6,1,1,0.02352688,0.178336864,0.290193291,1.29807,0.31281896,0.318602289,0.319288223,0.319289509,0.319289509,0.703368457,0.468530155,0,2.15634,0.205727468,0.020444158,0.176528095,0,0.087219112,0.217134189,0.382255563,5.41725,0.232646915,0.019932536,0.203047392,0,0.145991382,0.23850157,0.435694307,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.785443115,1990.709091,328.2272727,1.366327243,2082.8,419.5,1.785443115,3,0,1
1825,0,2003,4,1506,1500,4,0,1,0.023370809,0.193387626,0.276297788,1.37183,0.277551158,0.312884339,0.315079185,0.315085315,0.315085315,0.68173844,0.469685414,0,1.31328,0.215096275,0.027753507,0.205281879,0,0.208755801,0.223118989,0.420378154,3.45489,0.351190065,0.020829722,0.163522399,0,0.38029749,0.380413978,0.514712464,1,0,1359,0.019946544,0.190940409,0.222309032,0,1.25681,0.219793351,0.246210995,0.413249441,1,1.785443115,2068.577778,309.8,1.415475117,2082.8,419.5,1.785443115,2,0,0
1826,0,2003,17,1536,1787,4,12,1,0.022040634,0.169420172,0.241162724,8.01311,0.166959221,0.218717803,0.242206848,0.242958834,0.242961326,0.654646859,0.410582896,0,2.92793,0.255890897,0.023454885,0.175749077,0,0.253921125,0.260631854,0.431639974,3.01348,0.302278592,0.018477441,0.176246651,0,0.285725183,0.285905168,0.478525243,0,0,1787,0.018477441,0.176246651,0.302278592,0,3.01348,0.285725183,0.285905168,0.478525243,0,1.785443115,1938.85,279.2638889,1.468548713,2082.8,419.5,1.785443115,3,0,0
1827,0,2002,11,1563,1572,3,4,1,0.015662156,0.176887672,0.250003396,2.35682,0.199031437,0.261023557,0.264450798,0.264463954,0.264463954,0.664154818,0.426891068,0,1.38062,0.271114619,0.020447002,0.205127969,0,0.231259089,0.320851656,0.476242588,2.59735,0.189003807,0.021116197,0.184674769,0,0.171509291,0.217116606,0.373678576,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.785443115,1856.522727,269.5909091,1.448641797,2082.8,419.5,1.785443115,3,0,0
1829,1,2003,10,1190,1489,7,4,1,0.018580314,0.217384763,0.180494434,2.04169,0.186948056,0.262488627,0.263024743,0.263024807,0.263024807,0.648879922,0.397879197,0,3.23918,0.198043539,0.01721796,0.179053209,0,0.083316603,0.23652027,0.377096748,5.76926,0.221575804,0.020592902,0.18240738,0,0.163168298,0.209013556,0.403983184,0,0,1489,0.020592902,0.18240738,0.221575804,0,5.76926,0.163168298,0.209013556,0.403983184,0,1.785443115,1856.522727,269.5909091,1.448641797,2082.8,419.5,1.785443115,3,0,0
1800,0,2002,5,1193,1495,6,2,1,0.016488025,0.210567121,0.23332523,1.13678,0.054113346,0.240475358,0.244002757,0.244013136,0.244013136,0.66773275,0.443892351,0,2.44156,0.163127177,0.0235759,0.272255583,0,0.036661307,0.231239763,0.43538276,2.51007,0.273445868,0.017766774,0.212947306,0,0.105610897,0.274957218,0.486393174,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.785443115,2032.23,345.7,1.393495724,2082.8,419.5,1.785443115,3,0,1
1787,1,2002,6,503,1184,9,5,1,0.018477441,0.176246651,0.302278592,3.01348,0.285725183,0.285892602,0.285905168,0.285905168,0.285905168,0.676901064,0.478525243,0,1.77557,0.304445422,0.020990603,0.177027972,0,0.327968395,0.339432989,0.481473394,3.83704,0.391067027,0.01637768,0.159564632,0,0.41950316,0.420291863,0.550631659,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.785443115,1990.709091,328.2272727,1.366327243,2082.8,419.5,1.785443115,3,0,1
1820,1,2003,12,1700,1221,2,0,0,0.023241595,0.196537594,0.166177264,1.15377,0.035433024,0.171189432,0.171318061,0.171318061,0.171318061,0.604165296,0.362714858,0,1.77748,0.195329212,0.026988087,0.17553361,0,0.141068446,0.20454814,0.370862822,0.57682,0.194254902,0.025082325,0.182132209,0,0.142684031,0.192261286,0.376387111,1,0,1221,0.025082325,0.182132209,0.194254902,0,0.57682,0.142684031,0.192261286,0.376387111,0,1.785443115,1975.95,328.8928571,1.569319908,2082.8,419.5,1.785443115,3,0,0
1785,1,2002,3,1155,453,6,0,0,0.0182749,0.188475919,0.245823113,2.67257,0.088093213,0.259560733,0.260799918,0.26080117,0.26080117,0.676323774,0.434299032,0,2.3408,0.309835538,0.015773163,0.167338006,0,0.30990145,0.323738294,0.477173544,4.00172,0.194840523,0.019486746,0.204350192,0,0.041131588,0.170551388,0.399190715,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.785443115,2037.216667,324.0166667,1.401705278,2082.8,419.5,1.785443115,2,0,0
1775,1,2002,5,458,499,10,4,0,0.023683775,0.18221125,0.224038858,3.0159,0.108184679,0.254583481,0.254585944,0.254585951,0.254585951,0.661157403,0.406250108,0,4.02807,0.214232183,0.021245759,0.174456921,0,0.22615985,0.231532554,0.388689104,13.6335,0.294459576,0.020681575,0.184327819,0,0.217864688,0.29479884,0.478787395,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.785443115,2039.355556,350.5555556,1.389442082,2082.8,419.5,1.785443115,4,0,0
1774,1,2002,6,1501,507,3,5,0,0.02189172,0.197687383,0.156346397,1.17664,0.098976884,0.149667458,0.150040559,0.150040559,0.150040559,0.595215624,0.35403378,0,2.38021,0.235910807,0.020915104,0.20651421,0,0.239617567,0.245631398,0.442425017,4.74564,0.223915384,0.01890918,0.201047905,0,0.060792667,0.253107401,0.424963289,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.785443115,1956.108333,313.6666667,1.343686843,2082.8,419.5,1.785443115,2,0,0
1776,0,2002,6,1510,1542,3,2,0,0.016376874,0.199811116,0.260648208,3.13116,0.263279625,0.279150633,0.28037576,0.280379362,0.280379362,0.685197475,0.460459324,0,3.17621,0.277311802,0.016901631,0.186840882,0,0.258777825,0.274807079,0.464152684,15.1318,0.242078516,0.016524994,0.205324523,0,0.210098315,0.26346311,0.447403039,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.785443115,1990.709091,328.2272727,1.366327243,2082.8,419.5,1.785443115,3,0,1
1833,0,2003,2,1559,1031,4,2,0,0.020267379,0.18818271,0.255855231,1.52721,0.262802268,0.272694404,0.272979345,0.272979355,0.272979355,0.666408309,0.444037941,0,2.67759,0.312834795,0.022922914,0.160959449,0,0.300485434,0.324570526,0.473794244,3.34766,0.24366185,0.016484431,0.189640592,0,0.158563757,0.249313278,0.433302442,1,0,1591,0.024745972,0.159674086,0.238175008,0,3.6049,0.081446577,0.217322247,0.397849094,1,1.785443115,2037.216667,324.0166667,1.401705278,2082.8,419.5,1.785443115,2,0,0
1778,0,2002,5,951,1196,7,3,1,0.023504201,0.216416058,0.193796827,1.94913,0.217708378,0.223477777,0.224501525,0.224507459,0.224507459,0.662864566,0.410212885,0,14.4697,0.220489496,0.02090234,0.179583486,0,0.136044099,0.22608023,0.400072982,2.70776,0.224030866,0.01993482,0.178281484,0,0.227396556,0.236240697,0.40231235,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.785443115,2032.23,345.7,1.393495724,2082.8,419.5,1.785443115,4,0,0
1779,0,2002,6,1387,1670,4,2,1,0.018330126,0.179595464,0.246917063,1.94098,0.0068172,0.256962933,0.25714021,0.25714027,0.25714027,0.65926042,0.426512527,0,13.7762,0.260187157,0.019273392,0.185235298,0,0.247870945,0.277901463,0.445422455,1.35886,0.276545228,0.025337866,0.159108902,0,0.238043702,0.271487509,0.43565413,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.785443115,1956.108333,313.6666667,1.343686843,2082.8,419.5,1.785443115,3,0,0
1780,1,2002,3,1491,1356,3,0,1,0.023329205,0.221394735,0.176266064,2.60978,0.041462159,0.167867215,0.170636541,0.170643684,0.170643684,0.635016463,0.397660799,0,1.8206,0.229748544,0.020841928,0.19566676,0,0.212421152,0.2239411,0.425415304,1.33623,0.210992097,0.0215583,0.198890084,0,0.102782185,0.242051201,0.409882181,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.785443115,2013.371429,352.7285714,1.370658713,2082.8,419.5,1.785443115,1,0,0
1784,1,2002,3,1380,1395,5,0,1,0.021060214,0.178353858,0.232794785,2.21081,0.238461381,0.251802852,0.252899155,0.252905695,0.252905695,0.657189615,0.411148643,0,2.78579,0.146695012,0.021276802,0.21518695,0,0.094813742,0.168480635,0.361881962,6.59513,0.232232523,0.021389162,0.184226179,0,0.248577949,0.258439577,0.416458702,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.785443115,2070.6,283.82,1.44517047,2082.8,419.5,1.785443115,2,0,0
1799,0,2002,2,869,1188,7,0,1,0.023424718,0.180377465,0.242104185,1.81307,0.275847142,0.278670141,0.278740332,0.278740333,0.278740333,0.666104329,0.42248165,0,3.28908,0.262535646,0.017674081,0.180244359,0,0.273404459,0.295771481,0.442780005,3.10762,0.243789698,0.021487381,0.205123416,0,0.239239537,0.254841564,0.448913114,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.785443115,2108.05,288.85,1.602059876,2082.8,419.5,1.785443115,4,0,0
1786,0,2002,1,1538,1539,3,0,0,0.014505871,0.205684253,0.29241342,2.99858,0.312971131,0.32119574,0.323843826,0.323911987,0.323911992,0.703865198,0.498097673,0.125,3.06448,0.246947692,0.022611722,0.196791848,0,0.198546662,0.248714828,0.44373954,2.33747,0.23099054,0.020227328,0.202344793,0,0.106396565,0.266080502,0.433335333,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.785443115,2082.8,419.5,1.785443115,2082.8,419.5,1.785443115,3,0,0
