BirdID,Sex,birth_year,lifespan,mum,dad,MumAge,n_off,unix_fys,SmallFROH,MediumFROH,LargeFROH,Coverage,F10,F20,F50,F100,F200,F500,RegFROH,Fped,CovMum,mumLargeFroh,mumSmallFroh,mumMediumFroh,mumFped,mumF10,mumF50,mumRegFROH,CovDad,dadLargeFroh,dadSmallFroh,dadMediumFroh,dadFped,dadF10,dadF50,dadRegFROH,event,first_catch,BrMID,BrMSmallFroh,BrMMediumFroh,BrMLargeFroh,BrMFped,CovBrM,BrMF10,BrMF50,BrMRegFroh,EPP,year_cv,mean_total_rain,mean_breeding_rain,mean_rain_cv,birth_total_rain,birth_breeding_rain,BirthRainCV,natal_group_size,h_count,sib_pres
1515,1,1999,2,444,1166,7,0,1,0.024505982,0.192960764,0.231546933,2.85207,0.203212259,0.230768494,0.232509459,0.23251718,0.232517181,0.658976748,0.424507697,0,0.901143,0.237401627,0.023616878,0.182228275,0,0.237089438,0.267514568,0.419629902,1.30983,0.20597293,0.02026097,0.215582445,0,0.026009787,0.238368518,0.421555375,0,0,1166,0.02026097,0.215582445,0.20597293,0,1.30983,0.026009787,0.238368518,0.421555375,0,1.129623187,2144.95,129.775,1.039114008,1711.6,209,1.129623187,3,0,0
1588,0,2000,4,1382,847,3,4,0,0.016886714,0.197443789,0.212916782,2.67296,0.193509448,0.204619457,0.204887236,0.204887242,0.204887242,0.632127116,0.410360571,0,2.22457,0.161317447,0.022761845,0.210456765,0,0.102705317,0.163169683,0.371774212,2.52206,0.257056843,0.015503887,0.178858906,0,0.263398097,0.266319999,0.435915749,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.951624384,2152.65,216.15,1.281585649,1973.6,84.7,0.951624384,4,0,0
1429,0,1999,7,915,847,5,5,0,0.022148843,0.217656058,0.214237176,1.3786,0.098191689,0.239251026,0.241941394,0.241946226,0.241946226,0.668984153,0.431893234,0,1.06169,0.138400537,0.027719821,0.227379506,0,0.000795797,0.166499895,0.365780043,2.52206,0.257056843,0.015503887,0.178858906,0,0.263398097,0.266319999,0.435915749,0,0,847,0.015503887,0.178858906,0.257056843,0,2.52206,0.263398097,0.266319999,0.435915749,0,1.129623187,2027.792857,270.7214286,1.249335903,1711.6,209,1.129623187,2,0,0
1590,1,2000,5,826,1274,6,6,0,0.028397379,0.265145903,0.117944802,5.09943,0.073194066,0.147194346,0.170103074,0.17079399,0.170797337,0.646727695,0.383090705,0,3.82586,0.22691232,0.016859853,0.191399392,0,0.068622125,0.233137072,0.418311712,1.48409,0.149856397,0.023166035,0.212712002,0,0.050817168,0.166062325,0.362568399,0,0,1213,0.015799281,0.207174432,0.201518776,0,18.2983,0.143856067,0.194207854,0.408693208,1,0.951624384,2096.18,277.92,1.262144383,1973.6,84.7,0.951624384,3,0,0
1591,1,2000,5,1059,1020,4,1,0,0.024745972,0.159674086,0.238175008,3.6049,0.081446577,0.215449319,0.217322247,0.217334124,0.217334124,0.628465851,0.397849094,0,0.364845,0.156886627,0.019172261,0.224581144,0,0.061251557,0.197757009,0.381467771,3.36235,0.299004536,0.02027149,0.216453223,0,0.291865331,0.332954334,0.515457759,0,0,1167,0.023123334,0.170135666,0.223185324,0,0.751285,0.189524111,0.226207222,0.39332099,1,0.951624384,2096.18,277.92,1.262144383,1973.6,84.7,0.951624384,4,0,0
1592,0,2000,1,853,629,6,0,1,0.023807177,0.183368737,0.255979201,2.06022,0.193404331,0.263553453,0.265925772,0.265935955,0.265935955,0.66701043,0.439347938,0,5.55251,0.29561787,0.022274842,0.165189492,0,0.27302901,0.305197585,0.460807362,2.26404,0.268335471,0.020603165,0.187618947,0,0.140277655,0.289871181,0.455954418,0,0,1040,0.026309773,0.173942519,0.218247121,0,5.14796,0.112585739,0.214830482,0.39218964,1,0.951624384,2000.05,97.85,0.968168663,1973.6,84.7,0.951624384,5,0,0
1594,1,2000,1,1415,1165,2,0,1,0.012353478,0.14775839,0.362710629,1.91052,0.38821102,0.39410054,0.395596167,0.395617695,0.395617698,0.712406934,0.510469019,0.25,2.07429,0.144809959,0.016119049,0.301991499,0,0.236245375,0.253235483,0.446801458,2.47212,0.273316503,0.016881407,0.156604408,0,0.237124951,0.27651344,0.429920911,0,0,1165,0.016881407,0.156604408,0.273316503,0,2.47212,0.237124951,0.27651344,0.429920911,0,0.951624384,2289.4,103.3666667,1.008944281,1973.6,84.7,0.951624384,4,0,0
1598,0,2000,7,1195,1279,4,4,1,0.029862297,0.176344202,0.217557717,2.03456,0.13367972,0.226413269,0.230861169,0.230890248,0.230890248,0.642264585,0.393901919,0,1.75352,0.304593046,0.017536235,0.169481691,0,0.304156849,0.325927525,0.474074737,3.92629,0.169830135,0.024123242,0.203916632,0,0.115335345,0.178117111,0.373746767,0,0,1198,0.020003842,0.167467912,0.181371196,0,3.59395,0.137320294,0.187777735,0.348839108,1,0.951624384,2101.866667,288.7583333,1.294317632,1973.6,84.7,0.951624384,3,0,0
1600,1,2000,2,524,865,7,0,0,0.021595612,0.171695906,0.234082897,1.95654,0.072840915,0.236241232,0.23631543,0.23631543,0.23631543,0.632438249,0.405778803,0,3.30143,0.236867535,0.019914929,0.185695381,0,0.194612038,0.236313837,0.422562916,0.791404,0.276784712,0.019082115,0.194331668,0,0.275773805,0.282946144,0.47111638,0,0,634,0.015647508,0.212614489,0.235915318,0,3.45961,0.240450728,0.249526068,0.448529807,1,0.951624384,2289.4,103.3666667,1.008944281,1973.6,84.7,0.951624384,3,0,0
1601,1,2000,1,925,1287,6,0,1,0.014564118,0.18182337,0.338890178,2.91113,0.353303166,0.356209309,0.356599469,0.356600175,0.356600175,0.711647845,0.520713548,0,2.43854,0.27956482,0.02092054,0.166038557,0,0.268517505,0.280158186,0.445603377,0.8082,0.119852473,0.019795563,0.294772267,0,0.062248738,0.197764793,0.41462474,0,0,1287,0.019795563,0.294772267,0.119852473,0,0.8082,0.062248738,0.197764793,0.41462474,0,0.951624384,2289.4,103.3666667,1.008944281,1973.6,84.7,0.951624384,2,0,0
1572,1,2000,4,1369,1032,3,2,0,0.021116197,0.184674769,0.189003807,2.59735,0.171509291,0.215576909,0.217116606,0.217139199,0.217139199,0.639845271,0.373678576,0,0.402636,0.171141733,0.024107388,0.21347685,0,0.10573353,0.187951112,0.384618583,3.64148,0.165490368,0.016259189,0.189833622,0,0.139626503,0.170298474,0.35532399,0,0,1032,0.016259189,0.189833622,0.165490368,0,3.64148,0.139626503,0.170298474,0.35532399,0,0.951624384,2202.933333,174.3333333,1.274938206,1973.6,84.7,0.951624384,3,0,0
1032,1,1996,5,827,606,2,5,1,0.016259189,0.189833622,0.165490368,3.64148,0.139626503,0.169963745,0.170298474,0.170298475,0.170298475,0.600358276,0.35532399,0,1.50802,0.054260605,0.02465725,0.27661487,0,0.008747374,0.121280562,0.330875475,4.08569,0.288885378,0.014858742,0.176913084,0,0.304402243,0.304717812,0.465798462,0,0,176,0.020379767,0.202753873,0.234980389,0,2.70008,0.219025009,0.226251196,0.437734262,1,1.384414869,2061.09,218.59,1.207913354,1747.5,155.8,1.384414869,5,0,0
1390,0,1998,5,932,1274,4,2,0,0.023969291,0.195915637,0.202642616,4.03266,0.18181793,0.208108501,0.211470481,0.211495004,0.211495004,0.634216519,0.398558253,0,7.62373,0.240462867,0.015585743,0.182569362,0,0.202257154,0.241579394,0.423032229,1.48409,0.149856397,0.023166035,0.212712002,0,0.050817168,0.166062325,0.362568399,0,0,868,0.022504113,0.190681009,0.164671111,0,3.55548,0.105133369,0.159500204,0.35535212,1,1.411918228,1976.35,185.1375,1.201632969,1725,124.5,1.411918228,4,1,0
1385,0,1998,2,604,216,5,0,0,0.020170712,0.184224798,0.29518268,3.17285,0.29376794,0.299698969,0.30087167,0.300874757,0.300874757,0.690960853,0.479407478,0,3.10197,0.202332489,0.018538397,0.199260677,0,0.141192522,0.185500445,0.401593166,3.40409,0.214227187,0.021652759,0.189111665,0,0.175800197,0.227159189,0.403338852,0,0,921,0.017003041,0.176615059,0.251076719,0,1.36968,0.209707763,0.24201106,0.427691778,1,1.411918228,1766.68,167.24,1.150482435,1725,124.5,1.411918228,2,0,0
1570,1,1999,5,627,467,5,0,0,0.012489576,0.201859796,0.320098257,3.22545,0.348651333,0.350263704,0.350318366,0.350318369,0.350318369,0.718725064,0.521958053,0,0.895345,0.179769019,0.020763515,0.187438585,0,0.025088168,0.193838635,0.367207604,1.20841,0.084493145,0.024893987,0.256663909,0,0.143756736,0.159495121,0.341157054,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.129623187,2103.644444,215.3555556,1.264700931,1711.6,209,1.129623187,4,0,0
1566,1,1999,9,1160,1179,3,6,1,0.019301794,0.153703055,0.319104407,2.2514,0.35539588,0.360275762,0.360677808,0.360678376,0.360678376,0.707852943,0.472807462,0,2.49872,0.312323492,0.018652215,0.163976732,0,0.301535371,0.303546413,0.476300224,2.81779,0.217276139,0.017624171,0.193487305,0,0.210644416,0.255377995,0.410763444,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.129623187,2003.31875,267.69375,1.267543634,1711.6,209,1.129623187,2,0,0
1564,1,1999,2,297,634,10,0,1,0.016027657,0.177661023,0.300741604,2.2406,0.29274613,0.303357582,0.30480383,0.304815441,0.304815441,0.690525874,0.478402627,0,2.06975,0.193699129,0.016938963,0.200151662,0,0.123095806,0.215817897,0.393850791,3.45961,0.235915318,0.015647508,0.212614489,0,0.240450728,0.249526068,0.448529807,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.129623187,2144.95,129.775,1.039114008,1711.6,209,1.129623187,5,1,0
